04-03 11:42:07.613  1435  2572 I PBSessionCacheImpl: Deleted sessionId[6312845729506945] from persistence.
04-03 11:42:07.618   307   307 D goldfish-address-space: claimShared: Ask to claim region [0x3f9c89000 0x3fa472000]
04-03 11:42:07.633  1435  2004 W SearchServiceCore: Abort, client detached.
04-03 11:42:07.638   307   307 D goldfish-address-space: claimShared: Ask to claim region [0x3fc7e9000 0x3fcfd2000]
04-03 11:42:07.639   307   307 D goldfish-address-space: claimShared: Ask to claim region [0x3fcfd2000 0x3fd7bb000]
04-03 11:42:07.647   515   542 D ArtManagerInternalImpl: /data/misc/iorapd/com.example.lunchtray/1/com.example.lunchtray.MainActivity/compiled_traces/compiled_trace.pb doesn't exist
04-03 11:42:07.648   515   542 I ActivityTaskManager: Displayed com.example.lunchtray/.MainActivity: +161ms
04-03 11:42:07.649   515   535 D EventSequenceValidator: dec AccIntentStartedEvents to 1
04-03 11:42:07.674  5740  5740 D IdlingResourceRegistry: All idling resources are idle.
04-03 11:42:07.674  5740  5740 I ViewInteraction: Performing 'single click' action on view with id is <com.example.lunchtray:id/start_order_btn>
04-03 11:42:07.727  5740  5740 D IdlingResourceRegistry: All idling resources are idle.
04-03 11:42:07.727  5740  5740 D IdlingResourceRegistry: All idling resources are idle.
04-03 11:42:07.729  5421  5421 D BoundBrokerSvc: onUnbind: Intent { act=com.google.android.gms.ocr.service.internal.START dat=chimera-action:com.google.android.gms.ocr.service.internal.START cmp=com.google.android.gms/.chimera.GmsInternalApiService }
04-03 11:42:07.774   515  2915 I system_server: oneway function results will be dropped but finished with status OK and parcel size 4
04-03 11:42:07.811  5740  5740 D IdlingResourceRegistry: All idling resources are idle.
04-03 11:42:07.811  5740  5740 D IdlingResourceRegistry: All idling resources are idle.
04-03 11:42:07.897  5825  5978 I ExperimentPackageManage: Package com.google.android.as name not found! Using module version.
04-03 11:42:07.898  5825  5978 I ExperimentPackageManage: Package com.android.refreshratecontrol name not found! Using module version.
04-03 11:42:07.898  5825  5978 I ExperimentPackageManage: Package com.google.android.as name not found! Using module version.
04-03 11:42:07.899  5825  5978 I ExperimentPackageManage: Package com.google.oslo name not found! Using module version.
04-03 11:42:07.899  5825  5978 I ExperimentPackageManage: Package com.google.android.art name not found! Using module version.
04-03 11:42:07.899  5825  5978 I ExperimentPackageManage: Package com.google.android.art name not found! Using module version.
04-03 11:42:07.900  5825  5978 I ExperimentPackageManage: Package com.android.media name not found! Using module version.
